client_id,session_id,page_id,timestamp,action,duration_seconds
780,81,4428,2024-04-01 11:03:07.522714,telechargement,277
744,82,4149,2023-09-09 11:03:07.522717,telechargement,18
238,83,4392,2023-08-02 11:03:07.522719,telechargement,124
187,84,4903,2024-04-03 11:03:07.522722,telechargement,133
39,85,4034,2024-05-20 11:03:07.522724,clic,11
652,86,4315,2023-12-17 11:03:07.522727,clic,223
372,87,4426,2024-07-01 11:03:07.522730,telechargement,283
783,88,4530,2023-08-30 11:03:07.522745,clic,215
369,89,4942,2024-06-24 11:03:07.522750,telechargement,233
377,90,4909,2023-09-09 11:03:07.522753,clic,113
874,91,4450,2023-07-19 11:03:07.522756,clic,202
385,92,4982,2024-03-20 11:03:07.522759,telechargement,194
942,93,4431,2024-01-11 11:03:07.522762,clic,95
558,94,4806,2023-09-29 11:03:07.522764,telechargement,241
878,95,4338,2024-05-15 11:03:07.522767,telechargement,149
30,96,4741,2024-06-18 11:03:07.522770,clic,195
281,97,4695,2024-04-05 11:03:07.522772,clic,241
750,98,4019,2024-03-24 11:03:07.522775,telechargement,32
611,99,4940,2023-12-25 11:03:07.522777,telechargement,103
396,100,4957,2023-12-12 11:03:07.522780,telechargement,278
720,101,4995,2023-10-15 11:03:07.522782,telechargement,169
392,102,4838,2024-05-02 11:03:07.522785,telechargement,54
37,103,4589,2023-10-13 11:03:07.522787,telechargement,102
893,104,4078,2024-06-24 11:03:07.522790,telechargement,79
667,105,4638,2024-04-11 11:03:07.522792,telechargement,220
861,106,4681,2023-10-07 11:03:07.522795,clic,225
566,107,4135,2023-10-16 11:03:07.522797,clic,216
639,108,4909,2023-10-18 11:03:07.522800,telechargement,187
215,109,4660,2024-06-26 11:03:07.522802,telechargement,20
491,110,4608,2024-06-18 11:03:07.522805,telechargement,171
4,111,4012,2023-11-07 11:03:07.522807,clic,102
869,112,4648,2024-06-14 11:03:07.522810,clic,59
685,113,4509,2024-06-06 11:03:07.522812,telechargement,208
510,114,4332,2023-10-09 11:03:07.522815,telechargement,232
546,115,4488,2024-05-22 11:03:07.522818,clic,61
978,116,4175,2023-07-09 11:03:07.522820,telechargement,225
549,117,4559,2023-08-13 11:03:07.522823,clic,282
136,118,4323,2024-01-02 11:03:07.522826,telechargement,278
499,119,4514,2024-07-02 11:03:07.522828,telechargement,295
201,120,4053,2023-09-28 11:03:07.522831,telechargement,62
605,121,4071,2024-03-26 11:03:07.522833,clic,263
626,122,4306,2023-07-27 11:03:07.522836,telechargement,119
23,123,4179,2023-10-20 11:03:07.522838,telechargement,36
507,124,4588,2024-05-11 11:03:07.522842,telechargement,300
578,125,4674,2023-08-27 11:03:07.522846,clic,228
166,126,4530,2023-11-10 11:03:07.522850,telechargement,178
318,127,4429,2024-01-13 11:03:07.522854,telechargement,287
256,128,4722,2023-09-15 11:03:07.522859,clic,289
220,129,4601,2023-09-20 11:03:07.522863,telechargement,225
644,130,4106,2024-04-17 11:03:07.522867,clic,169
559,131,4808,2024-04-19 11:03:07.522871,clic,119
957,132,4500,2024-03-19 11:03:07.522873,clic,31
309,133,4897,2024-02-09 11:03:07.522877,clic,22
922,134,4368,2023-11-09 11:03:07.522880,telechargement,252
429,135,4432,2024-02-11 11:03:07.522883,telechargement,183
380,136,4819,2024-06-21 11:03:07.522886,clic,150
567,137,4560,2023-08-24 11:03:07.522889,clic,130
194,138,4262,2023-12-24 11:03:07.522892,clic,54
948,139,4108,2024-03-11 11:03:07.522895,telechargement,93
829,140,4026,2024-06-25 11:03:07.522897,telechargement,184
817,141,4361,2024-03-21 11:03:07.522900,clic,139
724,142,4904,2023-10-27 11:03:07.522903,telechargement,268
468,143,4504,2023-10-04 11:03:07.522906,clic,138
774,144,4624,2024-05-04 11:03:07.522909,telechargement,253
209,145,4077,2024-02-02 11:03:07.522912,clic,126
782,146,4006,2024-02-10 11:03:07.522915,telechargement,116
828,147,4437,2024-03-08 11:03:07.522918,clic,286
160,148,4420,2023-12-01 11:03:07.522921,clic,21
783,149,4217,2023-07-18 11:03:07.522924,clic,49
196,150,4123,2023-12-14 11:03:07.522927,clic,204
52,151,4280,2023-08-11 11:03:07.522930,telechargement,207
549,152,4334,2023-07-07 11:03:07.522933,telechargement,268
943,153,4455,2023-08-15 11:03:07.522935,clic,221
877,154,4525,2024-01-02 11:03:07.522939,clic,293
754,155,4292,2024-01-10 11:03:07.522941,telechargement,161
64,156,4388,2023-12-26 11:03:07.522944,telechargement,161
443,157,4831,2023-12-15 11:03:07.522947,telechargement,61
946,158,4446,2023-11-16 11:03:07.522950,telechargement,166
795,159,4549,2023-08-15 11:03:07.522953,telechargement,154
987,160,4926,2024-03-10 11:03:07.522956,clic,62
854,161,4945,2023-10-14 11:03:07.522959,clic,99
665,162,4052,2023-08-02 11:03:07.522961,telechargement,112
863,163,4609,2024-01-15 11:03:07.522964,clic,153
32,164,4343,2024-05-16 11:03:07.522967,telechargement,127
408,165,4070,2024-01-04 11:03:07.522970,telechargement,288
314,166,4938,2024-05-11 11:03:07.522973,telechargement,291
27,167,4392,2024-02-02 11:03:07.522976,telechargement,14
667,168,4527,2023-08-08 11:03:07.522979,telechargement,122
478,169,4365,2023-12-28 11:03:07.522982,telechargement,90
776,170,4491,2024-01-29 11:03:07.522985,clic,238
764,171,4667,2023-08-05 11:03:07.522988,telechargement,117
671,172,4323,2023-07-11 11:03:07.522991,telechargement,267
313,173,4280,2023-08-25 11:03:07.522994,telechargement,162
528,174,4429,2023-09-29 11:03:07.522997,telechargement,76
715,175,4826,2024-01-17 11:03:07.523000,clic,94
815,176,4357,2024-02-23 11:03:07.523003,clic,293
321,177,4935,2024-05-17 11:03:07.523006,clic,10
827,178,4657,2024-03-10 11:03:07.523009,clic,103
739,179,4597,2024-02-23 11:03:07.523012,clic,213
914,180,4567,2024-05-13 11:03:07.523015,clic,176
997,181,4659,2023-10-17 11:03:07.523018,telechargement,90
955,182,4323,2024-05-16 11:03:07.523021,clic,190
505,183,4187,2024-01-18 11:03:07.523024,clic,145
105,184,4400,2024-02-19 11:03:07.523027,telechargement,141
336,185,4056,2023-12-18 11:03:07.523030,telechargement,79
48,186,4670,2024-03-08 11:03:07.523033,telechargement,225
283,187,4223,2024-01-31 11:03:07.523036,telechargement,156
442,188,4823,2024-02-06 11:03:07.523040,telechargement,299
398,189,4826,2024-07-02 11:03:07.523042,clic,49
541,190,4129,2024-06-13 11:03:07.523045,clic,185
620,191,4505,2024-06-30 11:03:07.523048,clic,216
85,192,4622,2023-08-19 11:03:07.523050,telechargement,96
701,193,4826,2023-08-01 11:03:07.523053,clic,65
129,194,4259,2023-07-09 11:03:07.523055,telechargement,60
949,195,4147,2024-06-14 11:03:07.523058,clic,91
271,196,4518,2024-04-01 11:03:07.523060,clic,194
150,197,4972,2024-07-01 11:03:07.523063,clic,204
37,198,4418,2023-08-29 11:03:07.523065,telechargement,95
331,199,4851,2023-12-20 11:03:07.523068,telechargement,32
282,200,4854,2024-06-29 11:03:07.523070,clic,151
431,201,4302,2024-01-18 11:03:07.523073,telechargement,44
219,202,4295,2024-06-22 11:03:07.523075,clic,216
64,203,4430,2024-05-08 11:03:07.523078,telechargement,142
611,204,4685,2023-08-27 11:03:07.523080,telechargement,66
81,205,4854,2023-08-04 11:03:07.523083,clic,204
458,206,4989,2023-09-01 11:03:07.523086,clic,75
335,207,4428,2023-08-24 11:03:07.523089,clic,229
719,208,4812,2023-09-28 11:03:07.523092,telechargement,46
690,209,4326,2024-02-24 11:03:07.523094,clic,160
266,210,4334,2023-08-16 11:03:07.523097,clic,82
193,211,4162,2023-11-02 11:03:07.523099,clic,128
707,212,4343,2024-05-08 11:03:07.523102,clic,298
157,213,4329,2024-04-19 11:03:07.523105,telechargement,274
797,214,4722,2023-12-06 11:03:07.523107,telechargement,197
504,215,4601,2024-03-04 11:03:07.523110,clic,135
134,216,4646,2023-07-14 11:03:07.523112,clic,219
107,217,4851,2023-09-19 11:03:07.523115,telechargement,20
50,218,4295,2023-10-16 11:03:07.523118,clic,240
34,219,4185,2024-05-18 11:03:07.523120,clic,32
459,220,4732,2024-03-04 11:03:07.523123,clic,43
159,221,4344,2023-08-21 11:03:07.523125,telechargement,19
221,222,4050,2023-08-26 11:03:07.523128,clic,252
589,223,4157,2024-03-31 11:03:07.523130,telechargement,57
540,224,4143,2023-10-17 11:03:07.523133,clic,219
437,225,4073,2024-01-18 11:03:07.523136,clic,125
108,226,4171,2023-07-15 11:03:07.523138,clic,152
657,227,4173,2023-10-30 11:03:07.523141,telechargement,17
994,228,4178,2024-01-18 11:03:07.523143,telechargement,159
844,229,4713,2024-06-07 11:03:07.523146,telechargement,99
730,230,4920,2023-07-15 11:03:07.523148,clic,226
293,231,4603,2023-07-08 11:03:07.523151,telechargement,98
825,232,4031,2023-11-29 11:03:07.523154,telechargement,181
319,233,4389,2024-01-12 11:03:07.523156,telechargement,283
382,234,4545,2024-01-03 11:03:07.523159,clic,173
275,235,4636,2023-11-14 11:03:07.523162,clic,198
786,236,4545,2023-11-06 11:03:07.523165,clic,167
295,237,4074,2023-09-22 11:03:07.523167,telechargement,198
969,238,4445,2023-10-15 11:03:07.523170,telechargement,239
734,239,4419,2024-06-13 11:03:07.523172,clic,67
644,240,4637,2023-12-09 11:03:07.523175,telechargement,183
366,241,4819,2023-08-15 11:03:07.523177,clic,262
986,242,4736,2023-11-01 11:03:07.523180,clic,262
250,243,4396,2024-01-15 11:03:07.523183,telechargement,295
845,244,4784,2023-10-06 11:03:07.523185,clic,65
778,245,4717,2024-05-31 11:03:07.523188,clic,14
550,246,4504,2024-03-25 11:03:07.523190,telechargement,169
17,247,4765,2024-05-14 11:03:07.523193,telechargement,52
784,248,4659,2024-03-16 11:03:07.523195,clic,273
770,249,4653,2024-04-02 11:03:07.523198,clic,126
651,250,4976,2023-12-13 11:03:07.523200,clic,209
680,251,4220,2024-04-30 11:03:07.523203,telechargement,191
347,252,4103,2023-08-24 11:03:07.523206,clic,242
562,253,4726,2024-05-31 11:03:07.523208,telechargement,53
337,254,4277,2024-04-02 11:03:07.523211,telechargement,195
703,255,4536,2023-08-01 11:03:07.523213,telechargement,256
977,256,4223,2024-04-28 11:03:07.523216,telechargement,238
962,257,4796,2023-11-22 11:03:07.523219,clic,278
889,258,4914,2023-09-11 11:03:07.523222,telechargement,186
228,259,4335,2023-11-01 11:03:07.523224,clic,238
507,260,4364,2023-08-09 11:03:07.523227,telechargement,180
515,261,4486,2024-06-30 11:03:07.523229,telechargement,213
687,262,4272,2023-07-09 11:03:07.523232,telechargement,102
236,263,4659,2023-11-09 11:03:07.523234,telechargement,68
25,264,4060,2024-02-14 11:03:07.523237,clic,43
848,265,4357,2023-10-26 11:03:07.523239,telechargement,241
722,266,4703,2024-03-28 11:03:07.523242,clic,187
865,267,4203,2024-04-14 11:03:07.523244,telechargement,135
966,268,4154,2024-03-01 11:03:07.523247,clic,268
712,269,4072,2024-05-30 11:03:07.523250,telechargement,118
597,270,4028,2023-09-07 11:03:07.523252,telechargement,180
142,271,4701,2024-04-13 11:03:07.523255,telechargement,126
351,272,4229,2023-12-11 11:03:07.523257,clic,81
841,273,4907,2024-04-11 11:03:07.523260,telechargement,260
787,274,4087,2024-03-15 11:03:07.523262,clic,109
949,275,4891,2024-05-21 11:03:07.523265,clic,108
655,276,4142,2024-01-03 11:03:07.523267,clic,274
414,277,4775,2023-10-18 11:03:07.523269,telechargement,60
836,278,4071,2023-10-08 11:03:07.523272,clic,74
753,279,4894,2024-02-10 11:03:07.523274,telechargement,54
191,280,4898,2024-04-24 11:03:07.523277,telechargement,125
670,281,4908,2024-05-28 11:03:07.523279,telechargement,243
605,282,4487,2024-01-12 11:03:07.523282,telechargement,127
335,283,4939,2023-10-25 11:03:07.523284,clic,182
407,284,4346,2023-07-24 11:03:07.523287,clic,278
963,285,4517,2023-11-01 11:03:07.523289,clic,233
315,286,4815,2023-08-09 11:03:07.523292,clic,142
894,287,4998,2023-09-15 11:03:07.523294,telechargement,216
379,288,4451,2024-06-11 11:03:07.523297,clic,47
637,289,4442,2024-02-06 11:03:07.523299,clic,109
584,290,4357,2024-02-08 11:03:07.523301,telechargement,188
265,291,4665,2024-05-16 11:03:07.523304,clic,222
640,292,4243,2023-12-19 11:03:07.523306,clic,159
17,293,4854,2024-02-02 11:03:07.523309,clic,211
127,294,4663,2023-07-07 11:03:07.523312,clic,209
867,295,4530,2024-04-07 11:03:07.523314,telechargement,114
13,296,4124,2023-07-03 11:03:07.523317,telechargement,278
77,297,4484,2024-06-23 11:03:07.523320,clic,27
117,298,4720,2024-02-20 11:03:07.523322,clic,85
710,299,4664,2024-06-14 11:03:07.523324,clic,30
707,300,4109,2023-12-05 11:03:07.523327,clic,140
931,301,4927,2024-03-13 11:03:07.523330,clic,191
16,302,4272,2023-10-15 11:03:07.523332,telechargement,216
965,303,4361,2023-07-06 11:03:07.523334,telechargement,48
109,304,4813,2023-10-24 11:03:07.523337,clic,298
812,305,4558,2024-05-09 11:03:07.523339,telechargement,287
51,306,4517,2023-09-13 11:03:07.523342,clic,120
587,307,4203,2023-10-09 11:03:07.523344,clic,155
280,308,4990,2023-11-04 11:03:07.523347,telechargement,78
735,309,4495,2023-09-15 11:03:07.523349,telechargement,296
395,310,4182,2023-11-18 11:03:07.523352,clic,141
520,311,4238,2023-07-26 11:03:07.523355,telechargement,86
996,312,4912,2024-05-21 11:03:07.523357,clic,65
171,313,4741,2024-06-21 11:03:07.523360,telechargement,235
795,314,4331,2024-01-15 11:03:07.523362,clic,277
942,315,4229,2023-08-26 11:03:07.523365,clic,107
57,316,4951,2023-07-30 11:03:07.523367,clic,286
316,317,4074,2023-10-23 11:03:07.523370,clic,110
98,318,4952,2023-08-20 11:03:07.523373,telechargement,122
137,319,4509,2024-04-18 11:03:07.523375,clic,115
561,320,4178,2024-01-03 11:03:07.523378,clic,78
550,321,4414,2023-09-14 11:03:07.523380,clic,164
612,322,4573,2023-12-14 11:03:07.523383,telechargement,298
881,323,4722,2024-04-20 11:03:07.523385,telechargement,243
439,324,4156,2023-12-17 11:03:07.523388,telechargement,100
795,325,4638,2023-12-08 11:03:07.523390,clic,180
729,326,4371,2023-09-26 11:03:07.523393,telechargement,227
530,327,4715,2023-08-04 11:03:07.523396,telechargement,124
512,328,4224,2023-07-08 11:03:07.523398,clic,27
100,329,4527,2024-05-13 11:03:07.523401,clic,127
568,330,4402,2024-03-24 11:03:07.523403,telechargement,22
608,331,4846,2024-01-21 11:03:07.523406,telechargement,227
206,332,4851,2024-04-16 11:03:07.523408,telechargement,106
710,333,4768,2024-06-08 11:03:07.523411,clic,156
825,334,4598,2023-07-11 11:03:07.523414,clic,190
572,335,4335,2023-09-23 11:03:07.523416,clic,290
512,336,4343,2023-11-20 11:03:07.523419,telechargement,230
91,337,4723,2023-09-06 11:03:07.523421,clic,181
737,338,4521,2023-10-05 11:03:07.523424,telechargement,184
172,339,4985,2023-12-09 11:03:07.523426,telechargement,26
46,340,4606,2024-02-03 11:03:07.523429,telechargement,152
934,341,4056,2023-08-02 11:03:07.523431,clic,269
263,342,4462,2024-05-03 11:03:07.523434,telechargement,180
593,343,4948,2024-03-22 11:03:07.523436,telechargement,186
134,344,4328,2024-05-26 11:03:07.523439,clic,225
393,345,4984,2024-06-08 11:03:07.523441,telechargement,11
430,346,4228,2023-07-08 11:03:07.523444,telechargement,38
656,347,4675,2024-06-25 11:03:07.523446,telechargement,240
330,348,4529,2023-09-22 11:03:07.523449,clic,159
115,349,4853,2024-06-23 11:03:07.523451,clic,180
741,350,4136,2023-12-18 11:03:07.523454,telechargement,292
323,351,4272,2024-04-28 11:03:07.523456,clic,217
10,352,4700,2023-10-01 11:03:07.523459,clic,84
15,353,4886,2023-07-03 11:03:07.523461,clic,185
343,354,4729,2024-02-22 11:03:07.523464,telechargement,66
411,355,4055,2024-03-09 11:03:07.523466,telechargement,97
743,356,4664,2023-10-10 11:03:07.523469,telechargement,223
883,357,4555,2023-09-27 11:03:07.523471,telechargement,29
304,358,4477,2024-01-06 11:03:07.523474,telechargement,88
807,359,4266,2023-07-13 11:03:07.523476,telechargement,30
737,360,4885,2024-01-01 11:03:07.523479,clic,297
375,361,4916,2023-12-08 11:03:07.523481,telechargement,294
277,362,4850,2023-09-26 11:03:07.523484,telechargement,146
706,363,4678,2023-10-10 11:03:07.523486,clic,247
623,364,4518,2023-08-11 11:03:07.523489,telechargement,28
7,365,4917,2024-01-10 11:03:07.523491,clic,122
400,366,4293,2024-01-08 11:03:07.523494,telechargement,245
69,367,4457,2023-09-10 11:03:07.523496,clic,59
13,368,4242,2024-03-12 11:03:07.523499,clic,25
37,369,4373,2023-10-19 11:03:07.523501,telechargement,227
566,370,4651,2023-07-29 11:03:07.523503,clic,206
80,371,4025,2024-05-16 11:03:07.523506,clic,239
764,372,4531,2023-10-20 11:03:07.523509,telechargement,189
108,373,4708,2024-07-01 11:03:07.523511,telechargement,191
422,374,5000,2024-06-24 11:03:07.523513,clic,190
689,375,4202,2024-06-17 11:03:07.523516,telechargement,104
471,376,4035,2024-07-01 11:03:07.523518,clic,35
623,377,4357,2024-05-31 11:03:07.523521,clic,277
318,378,4679,2023-07-22 11:03:07.523523,clic,266
755,379,4073,2024-01-19 11:03:07.523526,clic,162
743,380,4309,2024-06-30 11:03:07.523528,telechargement,136
800,381,4702,2024-06-19 11:03:07.523531,clic,29
429,382,4340,2023-12-19 11:03:07.523534,telechargement,221
83,383,4210,2023-09-24 11:03:07.523536,clic,242
448,384,4967,2024-06-03 11:03:07.523539,clic,266
242,385,4225,2024-04-25 11:03:07.523541,clic,61
356,386,4445,2024-01-10 11:03:07.523544,telechargement,221
419,387,4836,2024-02-28 11:03:07.523546,telechargement,134
913,388,4796,2024-03-07 11:03:07.523548,clic,11
352,389,4283,2023-08-28 11:03:07.523551,telechargement,264
390,390,4494,2023-10-22 11:03:07.523553,telechargement,255
966,391,4533,2023-08-04 11:03:07.523556,telechargement,85
924,392,4713,2023-07-23 11:03:07.523559,telechargement,281
582,393,4644,2023-07-06 11:03:07.523561,telechargement,47
259,394,4424,2023-08-15 11:03:07.523564,clic,242
742,395,4708,2023-08-05 11:03:07.523566,clic,248
670,396,4366,2023-12-09 11:03:07.523569,telechargement,85
868,397,4541,2023-09-16 11:03:07.523571,telechargement,15
652,398,4510,2024-05-27 11:03:07.523574,telechargement,176
437,399,4486,2024-03-14 11:03:07.523576,clic,140
263,400,4488,2024-06-16 11:03:07.523579,clic,186
720,401,4679,2023-09-12 11:03:07.523581,clic,144
624,402,4141,2024-05-24 11:03:07.523585,telechargement,256
334,403,4661,2024-06-27 11:03:07.523587,telechargement,137
734,404,4224,2024-03-28 11:03:07.523590,clic,272
259,405,4111,2024-04-24 11:03:07.523592,telechargement,126
726,406,4202,2024-02-28 11:03:07.523595,telechargement,85
903,407,4723,2023-09-12 11:03:07.523597,telechargement,238
331,408,4716,2024-05-02 11:03:07.523600,clic,159
423,409,4633,2024-05-06 11:03:07.523602,clic,45
631,410,4998,2024-06-15 11:03:07.523605,telechargement,14
792,411,4539,2023-10-12 11:03:07.523607,telechargement,213
371,412,4774,2024-02-15 11:03:07.523610,clic,259
156,413,4506,2024-05-21 11:03:07.523612,telechargement,166
556,414,4519,2024-04-07 11:03:07.523615,clic,294
526,415,4638,2023-11-22 11:03:07.523617,clic,95
671,416,4497,2023-10-19 11:03:07.523619,clic,184
97,417,4667,2023-11-09 11:03:07.523622,telechargement,70
742,418,4278,2024-05-20 11:03:07.523625,telechargement,10
494,419,4748,2023-10-12 11:03:07.523627,clic,231
347,420,4204,2024-06-17 11:03:07.523630,clic,130
981,421,4043,2024-06-14 11:03:07.523632,clic,120
590,422,4013,2024-05-12 11:03:07.523634,clic,46
820,423,4672,2024-01-13 11:03:07.523637,telechargement,283
110,424,4948,2023-08-07 11:03:07.523639,telechargement,127
481,425,4753,2024-01-21 11:03:07.523642,clic,201
520,426,4829,2024-04-11 11:03:07.523644,telechargement,58
643,427,4491,2023-08-27 11:03:07.523647,clic,136
458,428,4825,2024-01-29 11:03:07.523649,telechargement,259
977,429,4056,2023-12-28 11:03:07.523652,telechargement,269
226,430,4713,2023-07-15 11:03:07.523654,clic,228
480,431,4236,2023-08-20 11:03:07.523657,clic,220
742,432,4661,2023-11-04 11:03:07.523659,clic,30
972,433,4186,2023-11-03 11:03:07.523662,clic,102
892,434,4595,2024-06-18 11:03:07.523664,telechargement,236
897,435,4560,2024-02-24 11:03:07.523667,telechargement,78
621,436,4954,2023-09-22 11:03:07.523669,telechargement,176
916,437,4046,2023-12-19 11:03:07.523672,clic,143
232,438,4504,2024-02-28 11:03:07.523674,clic,33
708,439,4356,2024-05-27 11:03:07.523677,telechargement,159
639,440,4655,2024-05-06 11:03:07.523679,telechargement,55
941,441,4888,2023-12-21 11:03:07.523682,telechargement,261
469,442,4446,2024-05-10 11:03:07.523684,telechargement,94
659,443,4334,2024-05-20 11:03:07.523687,telechargement,30
270,444,4091,2023-11-23 11:03:07.523689,telechargement,38
203,445,4668,2024-06-22 11:03:07.523692,clic,229
325,446,4819,2023-10-13 11:03:07.523694,telechargement,228
319,447,4936,2024-06-16 11:03:07.523697,clic,62
213,448,4801,2023-09-20 11:03:07.523699,telechargement,89
564,449,4273,2023-11-17 11:03:07.523702,telechargement,12
615,450,4990,2024-05-23 11:03:07.523704,telechargement,264
993,451,4687,2024-07-01 11:03:07.523707,telechargement,101
223,452,4220,2024-01-27 11:03:07.523709,telechargement,283
90,453,4467,2024-03-15 11:03:07.523712,clic,140
900,454,4743,2024-06-24 11:03:07.523714,telechargement,142
836,455,4753,2024-04-15 11:03:07.523717,telechargement,270
617,456,4345,2024-06-10 11:03:07.523719,telechargement,141
13,457,4651,2023-07-08 11:03:07.523722,telechargement,288
146,458,4555,2023-11-12 11:03:07.523725,clic,35
755,459,4336,2023-09-06 11:03:07.523727,telechargement,253
974,460,4816,2024-06-29 11:03:07.523730,clic,269
822,461,4836,2024-04-12 11:03:07.523732,telechargement,209
503,462,4436,2023-10-11 11:03:07.523734,telechargement,289
752,463,4635,2023-10-20 11:03:07.523737,clic,294
269,464,4412,2023-07-09 11:03:07.523740,telechargement,53
701,465,4684,2023-08-09 11:03:07.523742,telechargement,38
719,466,4893,2023-07-19 11:03:07.523745,telechargement,209
22,467,4905,2024-01-19 11:03:07.523748,clic,130
283,468,4983,2024-02-22 11:03:07.523750,clic,63
239,469,4552,2024-06-11 11:03:07.523753,clic,117
161,470,4316,2024-04-16 11:03:07.523755,telechargement,130
994,471,4395,2024-06-02 11:03:07.523758,telechargement,245
973,472,4005,2023-12-02 11:03:07.523760,clic,157
261,473,4145,2023-09-11 11:03:07.523763,clic,264
937,474,4042,2024-03-21 11:03:07.523765,telechargement,191
930,475,4629,2024-06-30 11:03:07.523768,clic,35
566,476,4465,2023-09-22 11:03:07.523770,telechargement,150
474,477,4824,2024-02-26 11:03:07.523773,clic,181
11,478,4626,2023-11-09 11:03:07.523776,clic,285
328,479,4622,2023-08-06 11:03:07.523778,telechargement,119
290,480,4222,2024-01-22 11:03:07.523780,clic,254
