client_id,product_id,product_type,subscription_date,amount
405,123,compte_courant,2023-10-24 11:03:07.506522,16376.51
782,124,pret,2024-04-17 11:03:07.506525,13270.57
739,125,compte_courant,2023-07-12 11:03:07.506527,2406.66
462,126,carte_credit,2023-10-17 11:03:07.506530,4115.21
516,127,pret,2023-08-11 11:03:07.506532,17358.13
968,128,compte_courant,2024-06-13 11:03:07.506535,10970.61
411,129,compte_courant,2023-10-19 11:03:07.506537,4679.49
451,130,carte_credit,2024-04-04 11:03:07.506540,18049.21
920,131,compte_courant,2024-04-30 11:03:07.506543,10432.79
826,132,pret,2024-02-09 11:03:07.506545,18125.71
407,133,carte_credit,2024-04-26 11:03:07.506548,16536.28
514,134,compte_courant,2024-06-06 11:03:07.506550,7008.17
385,135,pret,2023-09-06 11:03:07.506553,17880.72
437,136,compte_courant,2024-01-20 11:03:07.506555,2046.77
951,137,carte_credit,2023-11-19 11:03:07.506558,4097.79
737,138,compte_courant,2023-09-04 11:03:07.506560,7712.37
137,139,compte_courant,2024-04-10 11:03:07.506563,8168.07
169,140,carte_credit,2024-06-23 11:03:07.506566,14406.31
856,141,carte_credit,2023-09-20 11:03:07.506568,2328.59
478,142,compte_courant,2024-06-01 11:03:07.506571,13926.09
136,143,compte_courant,2024-05-10 11:03:07.506573,4468.2
771,144,compte_courant,2024-04-21 11:03:07.506576,14688.22
205,145,carte_credit,2024-04-08 11:03:07.506578,1200.06
389,146,carte_credit,2023-08-01 11:03:07.506581,17405.57
48,147,compte_courant,2024-06-23 11:03:07.506584,17800.33
808,148,carte_credit,2023-09-14 11:03:07.506586,5633.67
187,149,pret,2024-06-20 11:03:07.506589,10670.95
618,150,compte_courant,2024-02-14 11:03:07.506591,5368.19
776,151,compte_courant,2023-11-15 11:03:07.506594,11460.61
804,152,pret,2024-03-17 11:03:07.506596,14974.92
952,153,carte_credit,2024-05-21 11:03:07.506599,12401.78
610,154,compte_courant,2023-09-13 11:03:07.506601,19741.33
741,155,compte_courant,2024-04-23 11:03:07.506605,18337.11
859,156,pret,2024-01-09 11:03:07.506608,12788.68
173,157,carte_credit,2024-02-27 11:03:07.506610,18855.04
437,158,carte_credit,2024-05-05 11:03:07.506613,11982.34
860,159,compte_courant,2024-02-01 11:03:07.506615,12937.98
616,160,compte_courant,2024-04-29 11:03:07.506618,5238.88
405,161,carte_credit,2024-04-17 11:03:07.506620,3623.14
881,162,compte_courant,2024-03-14 11:03:07.506623,11975.48
993,163,carte_credit,2024-03-21 11:03:07.506625,18389.02
536,164,compte_courant,2023-09-10 11:03:07.506628,15048.59
771,165,compte_courant,2024-06-01 11:03:07.506630,7648.2
673,166,carte_credit,2024-01-25 11:03:07.506633,10140.67
426,167,carte_credit,2024-02-18 11:03:07.506636,869.04
332,168,compte_courant,2023-07-28 11:03:07.506638,15573.56
594,169,compte_courant,2024-04-29 11:03:07.506641,18865.9
421,170,compte_courant,2024-02-13 11:03:07.506643,15662.88
733,171,pret,2024-04-26 11:03:07.506646,17527.23
321,172,compte_courant,2023-09-27 11:03:07.506649,5045.1
899,173,compte_courant,2023-08-28 11:03:07.506651,11064.41
617,174,carte_credit,2024-01-25 11:03:07.506654,5435.29
347,175,carte_credit,2023-10-25 11:03:07.506656,3372.23
873,176,pret,2023-10-03 11:03:07.506659,13724.26
294,177,pret,2024-02-09 11:03:07.506661,16527.22
261,178,compte_courant,2023-12-31 11:03:07.506664,15766.36
596,179,carte_credit,2023-09-21 11:03:07.506667,13084.68
516,180,pret,2023-10-15 11:03:07.506669,17992.21
687,181,carte_credit,2023-10-10 11:03:07.506672,19917.02
518,182,carte_credit,2023-12-29 11:03:07.506674,764.2
39,183,compte_courant,2023-11-30 11:03:07.506677,8699.05
734,184,carte_credit,2024-03-26 11:03:07.506679,13196.32
143,185,carte_credit,2024-01-23 11:03:07.506682,7471.84
116,186,pret,2023-12-27 11:03:07.506685,17576.72
112,187,pret,2023-09-24 11:03:07.506687,6200.22
162,188,carte_credit,2023-07-20 11:03:07.506690,17825.71
793,189,carte_credit,2023-09-03 11:03:07.506692,15135.39
256,190,pret,2024-06-13 11:03:07.506695,14438.95
292,191,carte_credit,2024-03-02 11:03:07.506697,6126.3
85,192,carte_credit,2023-10-23 11:03:07.506700,5208.97
792,193,pret,2024-04-24 11:03:07.506702,7063.67
751,194,pret,2023-07-14 11:03:07.506705,16788.26
641,195,pret,2023-11-28 11:03:07.506707,4449.55
49,196,carte_credit,2024-03-16 11:03:07.506710,12745.66
184,197,carte_credit,2024-03-24 11:03:07.506712,16990.26
947,198,compte_courant,2023-11-22 11:03:07.506715,2186.45
371,199,pret,2024-02-14 11:03:07.506717,9687.76
540,200,compte_courant,2023-11-23 11:03:07.506720,5316.28
752,201,compte_courant,2023-11-28 11:03:07.506722,11583.3
137,202,compte_courant,2024-01-04 11:03:07.506725,7534.34
886,203,carte_credit,2024-06-10 11:03:07.506728,3441.42
28,204,carte_credit,2024-05-13 11:03:07.506730,19705.12
470,205,carte_credit,2023-11-19 11:03:07.506733,5744.48
621,206,pret,2024-02-29 11:03:07.506735,16635.47
998,207,compte_courant,2024-05-05 11:03:07.506738,4098.75
687,208,compte_courant,2023-11-12 11:03:07.506740,19217.55
404,209,carte_credit,2024-02-07 11:03:07.506743,14578.0
332,210,pret,2024-04-02 11:03:07.506745,1881.0
430,211,compte_courant,2023-12-31 11:03:07.506748,9428.0
426,212,compte_courant,2024-04-18 11:03:07.506750,5802.26
792,213,compte_courant,2024-05-20 11:03:07.506753,10250.47
671,214,carte_credit,2023-09-09 11:03:07.506755,16699.25
526,215,compte_courant,2024-04-05 11:03:07.506758,12652.51
372,216,pret,2024-05-09 11:03:07.506761,14399.55
223,217,carte_credit,2024-04-06 11:03:07.506763,12356.2
737,218,compte_courant,2023-10-15 11:03:07.506766,8812.21
170,219,compte_courant,2023-08-31 11:03:07.506768,11092.39
648,220,pret,2024-04-24 11:03:07.506771,13135.58
181,221,carte_credit,2024-05-26 11:03:07.506773,15412.27
421,222,carte_credit,2023-12-27 11:03:07.506776,14374.09
208,223,pret,2024-03-11 11:03:07.506778,17010.04
514,224,compte_courant,2024-06-02 11:03:07.506781,13325.8
416,225,carte_credit,2023-08-15 11:03:07.506783,13394.69
383,226,compte_courant,2023-11-29 11:03:07.506786,5886.11
428,227,pret,2024-04-04 11:03:07.506789,1750.57
813,228,carte_credit,2024-05-02 11:03:07.506791,10179.63
552,229,pret,2023-12-10 11:03:07.506794,13370.9
692,230,pret,2023-07-18 11:03:07.506797,821.92
614,231,pret,2024-02-16 11:03:07.506799,12861.34
697,232,pret,2024-04-04 11:03:07.506802,16543.95
947,233,pret,2023-12-21 11:03:07.506804,15372.66
341,234,carte_credit,2023-10-19 11:03:07.506807,14641.7
563,235,pret,2024-04-29 11:03:07.506810,15400.76
877,236,pret,2023-07-20 11:03:07.506812,3737.91
449,237,compte_courant,2023-12-07 11:03:07.506815,2391.86
860,238,compte_courant,2023-10-17 11:03:07.506817,13625.73
390,239,compte_courant,2023-07-26 11:03:07.506820,9097.99
971,240,pret,2024-03-31 11:03:07.506822,2015.21
27,241,compte_courant,2024-03-01 11:03:07.506825,13276.84
686,242,pret,2023-11-16 11:03:07.506827,7098.93
171,243,pret,2024-01-15 11:03:07.506830,17759.06
702,244,pret,2023-07-12 11:03:07.506833,13819.06
617,245,compte_courant,2024-05-14 11:03:07.506835,2887.68
137,246,compte_courant,2023-10-13 11:03:07.506838,3691.08
166,247,pret,2023-12-24 11:03:07.506840,6869.69
302,248,compte_courant,2023-12-05 11:03:07.506843,8615.64
183,249,pret,2024-05-03 11:03:07.506845,10684.91
379,250,compte_courant,2023-08-08 11:03:07.506848,1238.1
241,251,pret,2023-09-16 11:03:07.506850,12422.36
974,252,compte_courant,2023-10-11 11:03:07.506853,12105.76
479,253,carte_credit,2023-12-24 11:03:07.506855,16335.68
566,254,pret,2023-07-19 11:03:07.506858,4202.92
797,255,compte_courant,2023-10-27 11:03:07.506860,19515.99
346,256,compte_courant,2023-07-24 11:03:07.506863,7198.23
491,257,pret,2024-06-25 11:03:07.506866,13898.53
844,258,pret,2023-10-19 11:03:07.506869,3175.36
50,259,pret,2024-02-12 11:03:07.506871,9518.58
507,260,pret,2023-08-10 11:03:07.506874,14827.56
885,261,carte_credit,2023-11-29 11:03:07.506877,9511.23
424,262,compte_courant,2024-06-21 11:03:07.506879,17424.02
299,263,pret,2023-07-21 11:03:07.506883,2921.86
717,264,pret,2024-01-03 11:03:07.506885,7730.51
568,265,compte_courant,2023-11-05 11:03:07.506887,6078.04
256,266,compte_courant,2023-10-09 11:03:07.506890,8364.01
61,267,pret,2023-12-21 11:03:07.506892,16208.85
220,268,compte_courant,2024-04-28 11:03:07.506895,13010.49
267,269,carte_credit,2023-08-03 11:03:07.506897,12034.92
706,270,carte_credit,2024-05-09 11:03:07.506899,5910.76
948,271,compte_courant,2023-10-24 11:03:07.506901,4292.93
934,272,carte_credit,2024-02-29 11:03:07.506903,8172.61
857,273,carte_credit,2023-11-29 11:03:07.506906,12412.32
716,274,carte_credit,2024-04-06 11:03:07.506908,13855.84
535,275,compte_courant,2023-12-15 11:03:07.506910,10631.46
825,276,pret,2023-12-08 11:03:07.506912,11311.74
625,277,compte_courant,2024-01-05 11:03:07.506915,3808.16
77,278,pret,2024-04-08 11:03:07.506917,18351.67
832,279,pret,2024-01-21 11:03:07.506919,15888.07
783,280,pret,2023-09-01 11:03:07.506921,19521.07
235,281,compte_courant,2024-01-14 11:03:07.506923,14587.81
793,282,compte_courant,2024-06-20 11:03:07.506926,11179.12
900,283,compte_courant,2023-08-14 11:03:07.506928,13909.21
456,284,pret,2024-06-30 11:03:07.506930,11877.24
428,285,pret,2024-05-29 11:03:07.506932,12701.46
294,286,compte_courant,2024-06-26 11:03:07.506935,4569.66
107,287,compte_courant,2024-04-09 11:03:07.506937,13922.57
510,288,pret,2024-02-26 11:03:07.506939,1446.9
905,289,compte_courant,2024-04-08 11:03:07.506941,7827.57
517,290,pret,2024-02-25 11:03:07.506944,14417.2
708,291,compte_courant,2023-07-31 11:03:07.506946,3527.8
76,292,pret,2023-11-25 11:03:07.506948,8679.48
679,293,pret,2024-05-26 11:03:07.506951,17484.65
844,294,carte_credit,2023-07-07 11:03:07.506953,6023.1
76,295,compte_courant,2023-10-23 11:03:07.506955,19776.84
490,296,compte_courant,2024-03-13 11:03:07.506957,3013.02
852,297,compte_courant,2023-09-15 11:03:07.506960,4542.93
120,298,pret,2023-12-03 11:03:07.506962,14881.4
247,299,carte_credit,2024-02-23 11:03:07.506964,9945.86
693,300,compte_courant,2024-06-10 11:03:07.506966,19590.56
412,301,compte_courant,2023-09-17 11:03:07.506969,18021.5
548,302,pret,2023-08-21 11:03:07.506971,15676.07
344,303,compte_courant,2024-01-24 11:03:07.506973,19154.11
76,304,compte_courant,2024-01-14 11:03:07.506975,10778.8
890,305,pret,2024-01-05 11:03:07.506977,19962.56
168,306,pret,2024-03-16 11:03:07.506980,11290.57
890,307,pret,2023-07-11 11:03:07.506982,13912.4
294,308,carte_credit,2023-09-08 11:03:07.506984,7188.91
984,309,carte_credit,2024-01-05 11:03:07.506986,6344.04
461,310,carte_credit,2023-11-03 11:03:07.506989,5300.7
661,311,carte_credit,2023-07-28 11:03:07.506991,544.31
462,312,compte_courant,2023-10-08 11:03:07.506993,16757.57
923,313,compte_courant,2023-10-08 11:03:07.506995,10715.91
855,314,compte_courant,2023-10-12 11:03:07.506998,15081.41
140,315,compte_courant,2024-01-14 11:03:07.507000,19816.9
675,316,pret,2024-06-15 11:03:07.507002,15045.94
475,317,pret,2023-12-08 11:03:07.507004,1853.9
197,318,compte_courant,2024-04-17 11:03:07.507007,9549.85
929,319,carte_credit,2023-08-10 11:03:07.507009,15026.58
473,320,pret,2024-05-20 11:03:07.507011,8915.16
62,321,compte_courant,2024-05-08 11:03:07.507013,5471.52
357,322,carte_credit,2024-06-04 11:03:07.507015,17697.77
397,323,carte_credit,2024-01-28 11:03:07.507018,16324.94
641,324,pret,2023-09-17 11:03:07.507020,16831.85
21,325,pret,2024-03-12 11:03:07.507022,18211.1
859,326,carte_credit,2023-08-20 11:03:07.507024,4763.11
699,327,pret,2023-12-20 11:03:07.507027,10835.86
867,328,pret,2023-09-15 11:03:07.507029,2072.13
779,329,compte_courant,2023-12-25 11:03:07.507031,11179.56
166,330,carte_credit,2023-11-25 11:03:07.507033,5318.23
522,331,compte_courant,2023-08-08 11:03:07.507036,11988.51
408,332,compte_courant,2023-12-29 11:03:07.507038,19706.09
975,333,pret,2023-10-15 11:03:07.507040,9866.84
217,334,compte_courant,2024-04-10 11:03:07.507042,13198.02
899,335,compte_courant,2024-06-18 11:03:07.507044,6971.42
318,336,compte_courant,2023-10-13 11:03:07.507047,6535.19
35,337,compte_courant,2023-12-30 11:03:07.507049,2922.83
185,338,compte_courant,2023-12-09 11:03:07.507051,13465.07
551,339,pret,2023-09-22 11:03:07.507053,1591.76
874,340,carte_credit,2024-03-31 11:03:07.507055,12314.8
696,341,pret,2024-03-12 11:03:07.507058,5760.33
119,342,compte_courant,2023-09-18 11:03:07.507060,12021.74
865,343,pret,2023-07-28 11:03:07.507062,7943.48
126,344,carte_credit,2024-02-02 11:03:07.507065,2600.17
777,345,carte_credit,2023-12-27 11:03:07.507067,15146.97
804,346,carte_credit,2023-11-30 11:03:07.507069,17989.06
443,347,pret,2023-08-03 11:03:07.507087,9239.73
922,348,pret,2023-07-08 11:03:07.507092,10880.12
676,349,pret,2024-01-27 11:03:07.507095,13854.6
185,350,pret,2024-05-05 11:03:07.507098,13732.01
729,351,pret,2024-01-29 11:03:07.507100,10859.28
946,352,compte_courant,2024-05-03 11:03:07.507102,17418.88
146,353,carte_credit,2023-07-22 11:03:07.507104,7682.7
91,354,compte_courant,2024-03-09 11:03:07.507107,6442.59
976,355,pret,2024-02-14 11:03:07.507109,14320.06
400,356,carte_credit,2023-08-09 11:03:07.507111,19588.45
978,357,pret,2023-09-30 11:03:07.507114,14843.74
641,358,carte_credit,2023-12-15 11:03:07.507116,16455.13
170,359,compte_courant,2024-02-18 11:03:07.507118,10783.07
877,360,carte_credit,2023-10-20 11:03:07.507120,17593.3
286,361,compte_courant,2024-05-07 11:03:07.507123,12855.55
468,362,compte_courant,2023-11-18 11:03:07.507125,8511.78
132,363,compte_courant,2023-10-19 11:03:07.507127,18265.6
734,364,compte_courant,2023-08-12 11:03:07.507129,10070.08
632,365,pret,2024-01-23 11:03:07.507131,1792.25
557,366,carte_credit,2024-04-11 11:03:07.507134,3297.95
185,367,carte_credit,2024-05-20 11:03:07.507136,11906.32
300,368,compte_courant,2023-11-23 11:03:07.507138,12015.48
270,369,compte_courant,2023-08-03 11:03:07.507140,16285.12
561,370,pret,2023-08-05 11:03:07.507142,2930.11
15,371,pret,2023-08-07 11:03:07.507145,5492.27
84,372,compte_courant,2023-11-15 11:03:07.507147,12005.08
412,373,compte_courant,2023-11-28 11:03:07.507149,12991.67
536,374,compte_courant,2023-09-08 11:03:07.507151,19910.88
699,375,pret,2024-03-15 11:03:07.507153,11067.76
647,376,pret,2024-02-06 11:03:07.507156,13914.49
29,377,carte_credit,2024-03-14 11:03:07.507158,8094.04
896,378,pret,2023-09-05 11:03:07.507161,11881.54
388,379,pret,2023-07-05 11:03:07.507163,9979.78
41,380,carte_credit,2023-09-07 11:03:07.507165,10403.76
943,381,pret,2024-02-20 11:03:07.507167,5374.69
541,382,pret,2024-01-25 11:03:07.507169,12059.47
498,383,pret,2023-11-17 11:03:07.507172,4270.81
24,384,carte_credit,2024-03-15 11:03:07.507174,919.05
524,385,compte_courant,2023-08-21 11:03:07.507176,14637.53
7,386,pret,2024-04-13 11:03:07.507178,2088.28
21,387,carte_credit,2023-08-03 11:03:07.507181,15986.59
418,388,carte_credit,2024-02-13 11:03:07.507183,721.97
718,389,compte_courant,2023-11-02 11:03:07.507185,996.73
431,390,carte_credit,2023-10-29 11:03:07.507187,17524.27
628,391,compte_courant,2023-09-12 11:03:07.507190,19296.22
637,392,pret,2024-05-09 11:03:07.507192,3788.76
497,393,compte_courant,2024-03-19 11:03:07.507194,8887.64
1,394,pret,2023-07-28 11:03:07.507196,3289.28
156,395,carte_credit,2023-11-23 11:03:07.507199,8828.69
814,396,carte_credit,2023-11-04 11:03:07.507201,11616.24
944,397,compte_courant,2023-09-02 11:03:07.507203,19376.72
736,398,pret,2024-03-26 11:03:07.507205,2409.55
281,399,compte_courant,2023-11-17 11:03:07.507208,9254.98
834,400,carte_credit,2023-09-13 11:03:07.507210,8024.45
865,401,carte_credit,2024-05-21 11:03:07.507212,12016.44
264,402,compte_courant,2023-11-07 11:03:07.507215,14795.28
553,403,carte_credit,2023-09-06 11:03:07.507217,12607.26
642,404,carte_credit,2023-09-29 11:03:07.507220,18041.87
810,405,compte_courant,2024-03-14 11:03:07.507222,5282.58
272,406,pret,2024-01-15 11:03:07.507224,16689.88
688,407,compte_courant,2024-01-23 11:03:07.507226,13688.2
966,408,carte_credit,2024-06-30 11:03:07.507228,6528.43
794,409,carte_credit,2023-11-13 11:03:07.507231,12502.85
39,410,carte_credit,2024-03-09 11:03:07.507233,8198.35
534,411,carte_credit,2023-12-25 11:03:07.507235,18573.21
539,412,carte_credit,2023-08-22 11:03:07.507237,6615.87
471,413,carte_credit,2023-10-28 11:03:07.507239,4022.51
920,414,carte_credit,2024-04-14 11:03:07.507242,11560.67
899,415,pret,2023-12-02 11:03:07.507244,18514.98
834,416,carte_credit,2023-08-02 11:03:07.507246,19604.64
895,417,carte_credit,2024-03-04 11:03:07.507248,14174.1
467,418,compte_courant,2024-05-26 11:03:07.507251,5637.46
139,419,pret,2023-11-27 11:03:07.507253,5618.66
782,420,compte_courant,2023-07-15 11:03:07.507255,7951.19
258,421,compte_courant,2023-10-11 11:03:07.507257,8445.47
600,422,carte_credit,2024-03-18 11:03:07.507260,8332.12
677,423,carte_credit,2023-07-14 11:03:07.507263,11901.85
769,424,compte_courant,2023-11-08 11:03:07.507265,5589.69
429,425,compte_courant,2024-02-11 11:03:07.507267,4930.9
235,426,compte_courant,2023-09-17 11:03:07.507269,14259.06
809,427,carte_credit,2024-03-21 11:03:07.507272,15554.47
182,428,carte_credit,2024-03-03 11:03:07.507274,3212.07
151,429,compte_courant,2023-12-16 11:03:07.507276,3265.56
929,430,carte_credit,2024-06-12 11:03:07.507278,6453.79
223,431,pret,2024-06-20 11:03:07.507281,1090.0
705,432,pret,2024-03-08 11:03:07.507283,18157.35
981,433,carte_credit,2023-07-13 11:03:07.507285,6576.24
188,434,pret,2024-05-22 11:03:07.507288,2608.72
66,435,compte_courant,2024-02-13 11:03:07.507290,13471.26
835,436,pret,2024-02-11 11:03:07.507292,2011.01
945,437,compte_courant,2024-05-21 11:03:07.507294,19121.33
799,438,carte_credit,2024-05-04 11:03:07.507297,4178.96
329,439,pret,2023-10-11 11:03:07.507299,17559.51
962,440,pret,2023-08-03 11:03:07.507301,12098.85
506,441,carte_credit,2023-07-30 11:03:07.507303,19989.12
159,442,carte_credit,2023-08-22 11:03:07.507305,7743.24
956,443,pret,2023-08-19 11:03:07.507308,13201.42
550,444,pret,2024-01-28 11:03:07.507310,18169.12
248,445,compte_courant,2024-06-07 11:03:07.507312,14356.1
259,446,compte_courant,2024-05-20 11:03:07.507314,14098.57
776,447,pret,2024-04-15 11:03:07.507317,16666.82
857,448,carte_credit,2023-07-18 11:03:07.507319,4662.1
306,449,compte_courant,2023-12-11 11:03:07.507321,1218.42
225,450,pret,2024-02-09 11:03:07.507323,9333.5
536,451,compte_courant,2024-02-10 11:03:07.507326,10033.59
859,452,carte_credit,2024-03-19 11:03:07.507328,18953.76
95,453,carte_credit,2023-09-13 11:03:07.507330,9451.28
637,454,compte_courant,2023-07-22 11:03:07.507332,16807.67
200,455,carte_credit,2023-08-19 11:03:07.507334,7542.16
194,456,compte_courant,2024-05-11 11:03:07.507337,15306.06
664,457,pret,2024-04-13 11:03:07.507339,535.42
613,458,compte_courant,2024-06-24 11:03:07.507341,4202.62
12,459,pret,2024-05-23 11:03:07.507343,13550.99
788,460,pret,2024-02-22 11:03:07.507346,3501.53
508,461,compte_courant,2024-03-12 11:03:07.507348,4831.27
572,462,carte_credit,2024-03-11 11:03:07.507350,5324.21
220,463,pret,2023-09-01 11:03:07.507352,18597.48
430,464,compte_courant,2024-03-23 11:03:07.507354,14750.67
557,465,carte_credit,2024-02-29 11:03:07.507357,10692.11
