client_id,interaction_id,timestamp,interaction_type,duration_seconds
38,217,2024-04-10 11:03:07.464212,appel_service_client,77
811,218,2024-01-04 11:03:07.464214,appel_service_client,435
344,219,2024-06-17 11:03:07.464216,appel_service_client,265
844,220,2024-02-13 11:03:07.464219,appel_service_client,110
164,221,2023-12-27 11:03:07.464221,appel_service_client,144
405,222,2023-08-19 11:03:07.464224,email,54
998,223,2023-08-12 11:03:07.464264,email,57
225,224,2024-06-30 11:03:07.464269,visite_site,94
991,225,2023-07-07 11:03:07.464272,visite_site,179
237,226,2024-04-04 11:03:07.464275,visite_site,236
339,227,2023-09-17 11:03:07.464277,appel_service_client,124
408,228,2023-08-04 11:03:07.464280,visite_site,542
803,229,2024-03-31 11:03:07.464283,email,312
407,230,2024-03-01 11:03:07.464285,visite_site,51
555,231,2023-11-24 11:03:07.464288,visite_site,65
606,232,2024-06-09 11:03:07.464290,email,274
140,233,2024-01-10 11:03:07.464293,email,221
410,234,2023-09-11 11:03:07.464296,visite_site,341
381,235,2024-04-07 11:03:07.464299,email,238
805,236,2023-08-12 11:03:07.464302,email,541
461,237,2024-03-26 11:03:07.464304,email,506
630,238,2023-11-10 11:03:07.464307,appel_service_client,400
173,239,2023-12-24 11:03:07.464309,visite_site,473
449,240,2023-10-04 11:03:07.464312,email,441
646,241,2023-12-18 11:03:07.464314,appel_service_client,255
774,242,2024-04-24 11:03:07.464317,email,108
900,243,2024-03-08 11:03:07.464319,email,338
574,244,2023-07-17 11:03:07.464322,appel_service_client,489
711,245,2023-07-22 11:03:07.464324,visite_site,322
103,246,2024-03-07 11:03:07.464327,email,594
396,247,2024-02-13 11:03:07.464329,appel_service_client,584
429,248,2023-12-01 11:03:07.464332,email,567
936,249,2024-04-03 11:03:07.464334,appel_service_client,217
608,250,2023-11-14 11:03:07.464337,visite_site,371
93,251,2023-11-03 11:03:07.464339,email,599
80,252,2024-06-29 11:03:07.464342,email,559
438,253,2024-01-24 11:03:07.464345,appel_service_client,231
371,254,2024-02-07 11:03:07.464347,email,118
186,255,2023-10-22 11:03:07.464350,email,110
372,256,2024-02-02 11:03:07.464352,appel_service_client,254
172,257,2023-09-15 11:03:07.464356,visite_site,405
672,258,2023-10-15 11:03:07.464359,visite_site,365
565,259,2024-03-20 11:03:07.464362,visite_site,33
969,260,2023-10-06 11:03:07.464364,visite_site,48
739,261,2023-10-27 11:03:07.464367,email,107
855,262,2023-10-06 11:03:07.464369,email,154
255,263,2024-06-27 11:03:07.464372,visite_site,368
891,264,2024-06-30 11:03:07.464375,appel_service_client,553
858,265,2023-11-18 11:03:07.464379,email,200
703,266,2023-10-03 11:03:07.464381,visite_site,404
751,267,2023-12-07 11:03:07.464384,visite_site,538
789,268,2023-12-02 11:03:07.464386,appel_service_client,541
16,269,2024-04-12 11:03:07.464389,email,532
447,270,2024-02-29 11:03:07.464392,email,545
414,271,2023-09-03 11:03:07.464394,appel_service_client,334
221,272,2024-01-12 11:03:07.464397,appel_service_client,301
582,273,2024-04-16 11:03:07.464399,appel_service_client,232
618,274,2024-01-03 11:03:07.464403,visite_site,379
658,275,2023-09-19 11:03:07.464405,email,551
245,276,2023-09-20 11:03:07.464408,appel_service_client,101
239,277,2023-07-27 11:03:07.464411,appel_service_client,283
690,278,2023-11-25 11:03:07.464413,appel_service_client,536
482,279,2023-10-02 11:03:07.464416,visite_site,74
275,280,2023-07-08 11:03:07.464418,visite_site,550
326,281,2023-11-19 11:03:07.464421,appel_service_client,521
843,282,2024-03-14 11:03:07.464425,visite_site,285
549,283,2024-02-22 11:03:07.464428,email,160
922,284,2024-06-29 11:03:07.464431,email,587
821,285,2023-12-18 11:03:07.464434,email,498
461,286,2023-09-09 11:03:07.464437,appel_service_client,276
24,287,2023-09-18 11:03:07.464439,visite_site,282
443,288,2023-07-10 11:03:07.464442,visite_site,377
757,289,2024-05-31 11:03:07.464444,appel_service_client,39
613,290,2024-03-15 11:03:07.464447,appel_service_client,313
298,291,2023-08-05 11:03:07.464449,email,599
494,292,2023-10-31 11:03:07.464452,email,543
232,293,2023-07-22 11:03:07.464455,appel_service_client,539
58,294,2024-02-01 11:03:07.464457,visite_site,548
225,295,2024-06-17 11:03:07.464460,email,435
621,296,2023-12-09 11:03:07.464462,email,302
733,297,2023-11-28 11:03:07.464465,email,536
348,298,2024-01-06 11:03:07.464467,appel_service_client,109
650,299,2023-07-08 11:03:07.464470,visite_site,258
442,300,2024-01-06 11:03:07.464472,email,178
750,301,2023-08-01 11:03:07.464475,visite_site,499
119,302,2023-07-29 11:03:07.464478,email,449
535,303,2023-11-20 11:03:07.464480,appel_service_client,504
981,304,2024-05-23 11:03:07.464483,appel_service_client,407
99,305,2023-12-14 11:03:07.464485,email,204
304,306,2024-06-30 11:03:07.464488,visite_site,373
423,307,2024-06-02 11:03:07.464490,appel_service_client,130
785,308,2023-12-11 11:03:07.464493,appel_service_client,129
99,309,2024-01-22 11:03:07.464496,visite_site,469
129,310,2024-01-09 11:03:07.464498,appel_service_client,222
710,311,2024-04-23 11:03:07.464501,visite_site,304
654,312,2024-06-18 11:03:07.464504,appel_service_client,543
353,313,2024-02-29 11:03:07.464506,email,288
784,314,2024-06-26 11:03:07.464509,appel_service_client,338
981,315,2023-12-14 11:03:07.464512,visite_site,170
460,316,2023-11-11 11:03:07.464514,visite_site,263
723,317,2023-10-26 11:03:07.464517,appel_service_client,486
848,318,2023-10-18 11:03:07.464519,visite_site,145
711,319,2024-03-29 11:03:07.464522,appel_service_client,378
260,320,2024-06-05 11:03:07.464524,visite_site,439
843,321,2024-01-30 11:03:07.464527,visite_site,30
232,322,2023-08-22 11:03:07.464529,email,529
310,323,2023-07-09 11:03:07.464532,visite_site,76
949,324,2023-12-21 11:03:07.464534,email,471
764,325,2023-12-24 11:03:07.464537,visite_site,62
156,326,2023-12-07 11:03:07.464539,visite_site,562
328,327,2023-09-22 11:03:07.464542,appel_service_client,469
832,328,2024-01-16 11:03:07.464545,appel_service_client,52
325,329,2024-05-30 11:03:07.464547,email,86
94,330,2023-09-19 11:03:07.464549,email,388
685,331,2024-05-12 11:03:07.464552,email,306
284,332,2024-01-03 11:03:07.464557,visite_site,426
387,333,2023-10-03 11:03:07.464559,visite_site,43
153,334,2023-09-05 11:03:07.464562,visite_site,106
913,335,2023-08-23 11:03:07.464564,appel_service_client,450
70,336,2023-08-24 11:03:07.464567,email,507
871,337,2024-06-29 11:03:07.464569,appel_service_client,420
256,338,2023-08-19 11:03:07.464573,appel_service_client,318
423,339,2023-09-13 11:03:07.464575,appel_service_client,157
408,340,2023-10-02 11:03:07.464578,appel_service_client,224
133,341,2023-12-27 11:03:07.464580,appel_service_client,278
514,342,2024-06-24 11:03:07.464584,visite_site,445
239,343,2023-12-21 11:03:07.464587,visite_site,77
629,344,2023-10-28 11:03:07.464590,appel_service_client,375
463,345,2023-11-10 11:03:07.464593,appel_service_client,412
229,346,2024-03-24 11:03:07.464595,visite_site,184
361,347,2023-10-13 11:03:07.464598,email,306
288,348,2024-05-24 11:03:07.464600,visite_site,79
631,349,2024-03-04 11:03:07.464603,email,61
111,350,2024-03-03 11:03:07.464605,email,347
582,351,2024-02-06 11:03:07.464609,visite_site,438
786,352,2024-06-15 11:03:07.464612,email,276
211,353,2024-05-24 11:03:07.464614,appel_service_client,509
594,354,2024-04-21 11:03:07.464617,visite_site,535
272,355,2023-10-05 11:03:07.464619,email,273
210,356,2023-07-06 11:03:07.464622,appel_service_client,236
522,357,2024-03-18 11:03:07.464624,appel_service_client,181
46,358,2023-08-05 11:03:07.464627,appel_service_client,280
617,359,2023-10-04 11:03:07.464629,email,563
711,360,2023-07-24 11:03:07.464632,visite_site,357
701,361,2023-07-24 11:03:07.464634,visite_site,442
365,362,2024-01-21 11:03:07.464637,appel_service_client,430
576,363,2024-03-05 11:03:07.464639,visite_site,329
795,364,2023-09-18 11:03:07.464642,visite_site,526
958,365,2024-06-11 11:03:07.464644,email,219
891,366,2023-09-28 11:03:07.464647,appel_service_client,161
719,367,2023-12-07 11:03:07.464649,appel_service_client,38
456,368,2024-05-11 11:03:07.464652,appel_service_client,106
271,369,2023-09-02 11:03:07.464654,email,76
731,370,2023-10-25 11:03:07.464657,visite_site,376
521,371,2023-09-08 11:03:07.464659,appel_service_client,434
346,372,2024-04-09 11:03:07.464662,appel_service_client,563
181,373,2023-11-17 11:03:07.464664,appel_service_client,484
455,374,2024-03-25 11:03:07.464667,appel_service_client,189
325,375,2023-07-23 11:03:07.464669,appel_service_client,360
158,376,2023-10-06 11:03:07.464672,appel_service_client,356
540,377,2024-03-09 11:03:07.464674,email,157
933,378,2023-10-08 11:03:07.464677,appel_service_client,437
795,379,2023-09-12 11:03:07.464679,appel_service_client,553
229,380,2023-07-18 11:03:07.464682,email,482
746,381,2023-11-15 11:03:07.464684,email,183
631,382,2023-09-03 11:03:07.464687,email,104
27,383,2023-09-29 11:03:07.464689,appel_service_client,72
480,384,2024-03-12 11:03:07.464692,email,156
222,385,2024-01-10 11:03:07.464694,appel_service_client,51
118,386,2024-02-13 11:03:07.464697,visite_site,495
68,387,2023-09-04 11:03:07.464699,appel_service_client,390
537,388,2023-07-22 11:03:07.464703,visite_site,115
305,389,2023-07-24 11:03:07.464706,email,414
885,390,2024-04-05 11:03:07.464708,appel_service_client,508
51,391,2024-04-22 11:03:07.464711,appel_service_client,473
698,392,2023-12-13 11:03:07.464713,appel_service_client,436
120,393,2023-08-08 11:03:07.464716,appel_service_client,31
733,394,2024-01-22 11:03:07.464719,email,156
101,395,2024-03-12 11:03:07.464722,email,292
42,396,2024-06-10 11:03:07.464724,appel_service_client,227
452,397,2023-07-22 11:03:07.464727,email,34
154,398,2023-10-23 11:03:07.464729,appel_service_client,66
932,399,2023-07-23 11:03:07.464732,visite_site,525
395,400,2023-09-10 11:03:07.464734,email,573
833,401,2024-06-15 11:03:07.464737,email,582
620,402,2023-12-03 11:03:07.464740,visite_site,556
858,403,2023-11-03 11:03:07.464743,appel_service_client,300
772,404,2024-06-11 11:03:07.464745,email,469
642,405,2023-07-05 11:03:07.464748,visite_site,52
623,406,2024-05-08 11:03:07.464750,visite_site,428
753,407,2024-01-15 11:03:07.464753,email,270
75,408,2024-01-26 11:03:07.464755,visite_site,137
85,409,2023-07-13 11:03:07.464758,email,338
888,410,2023-09-30 11:03:07.464760,visite_site,348
830,411,2023-12-11 11:03:07.464763,visite_site,300
186,412,2023-11-05 11:03:07.464766,visite_site,32
310,413,2024-02-06 11:03:07.464768,email,79
477,414,2024-03-30 11:03:07.464771,email,501
275,415,2023-11-12 11:03:07.464773,appel_service_client,35
466,416,2023-09-03 11:03:07.464776,visite_site,194
809,417,2023-11-16 11:03:07.464778,visite_site,94
549,418,2024-04-28 11:03:07.464781,appel_service_client,421
542,419,2023-10-19 11:03:07.464783,visite_site,120
222,420,2024-03-22 11:03:07.464786,visite_site,133
997,421,2024-01-26 11:03:07.464788,appel_service_client,554
188,422,2023-10-26 11:03:07.464790,visite_site,196
266,423,2023-08-03 11:03:07.464793,appel_service_client,221
74,424,2023-12-22 11:03:07.464795,email,52
627,425,2023-09-25 11:03:07.464798,visite_site,481
819,426,2024-07-01 11:03:07.464800,email,591
395,427,2023-10-29 11:03:07.464803,visite_site,111
606,428,2024-04-25 11:03:07.464805,visite_site,174
743,429,2023-10-17 11:03:07.464808,appel_service_client,382
472,430,2024-02-18 11:03:07.464810,email,156
976,431,2024-03-06 11:03:07.464813,visite_site,124
621,432,2023-09-28 11:03:07.464815,visite_site,241
469,433,2024-02-25 11:03:07.464818,email,136
412,434,2024-03-11 11:03:07.464820,email,256
822,435,2023-09-01 11:03:07.464824,appel_service_client,348
370,436,2023-11-11 11:03:07.464826,appel_service_client,449
89,437,2024-03-06 11:03:07.464829,visite_site,321
205,438,2023-11-16 11:03:07.464831,appel_service_client,524
371,439,2023-12-18 11:03:07.464833,email,100
402,440,2024-06-15 11:03:07.464836,email,297
298,441,2023-10-03 11:03:07.464838,email,587
619,442,2024-01-31 11:03:07.464885,visite_site,295
451,443,2024-06-10 11:03:07.464888,email,594
782,444,2024-05-12 11:03:07.464891,visite_site,269
21,445,2024-03-15 11:03:07.464894,appel_service_client,66
494,446,2024-05-15 11:03:07.464896,email,551
575,447,2024-04-02 11:03:07.464899,email,285
96,448,2023-10-31 11:03:07.464901,visite_site,202
519,449,2024-02-25 11:03:07.464904,email,481
509,450,2023-07-27 11:03:07.464906,appel_service_client,189
257,451,2024-02-11 11:03:07.464909,email,218
231,452,2023-10-24 11:03:07.464911,appel_service_client,132
527,453,2023-09-06 11:03:07.464914,email,429
803,454,2024-05-18 11:03:07.464916,appel_service_client,353
732,455,2024-01-13 11:03:07.464919,visite_site,461
397,456,2024-02-22 11:03:07.464921,appel_service_client,410
297,457,2024-05-21 11:03:07.464924,visite_site,250
455,458,2023-09-30 11:03:07.464927,appel_service_client,296
844,459,2024-05-31 11:03:07.464929,email,247
26,460,2024-02-04 11:03:07.464932,email,126
409,461,2024-05-24 11:03:07.464934,email,284
786,462,2024-05-03 11:03:07.464936,email,441
153,463,2023-12-27 11:03:07.464939,appel_service_client,259
136,464,2024-03-02 11:03:07.464941,visite_site,526
957,465,2024-06-22 11:03:07.464944,visite_site,450
846,466,2023-10-05 11:03:07.464949,email,201
770,467,2023-10-06 11:03:07.464951,appel_service_client,216
339,468,2024-02-10 11:03:07.464954,visite_site,39
892,469,2023-11-17 11:03:07.464956,visite_site,356
306,470,2024-04-28 11:03:07.464959,visite_site,326
59,471,2023-12-16 11:03:07.464961,visite_site,508
702,472,2023-11-11 11:03:07.464964,visite_site,246
822,473,2024-01-08 11:03:07.464966,email,158
487,474,2024-05-28 11:03:07.464969,appel_service_client,320
257,475,2023-10-06 11:03:07.464971,appel_service_client,445
351,476,2023-08-23 11:03:07.464974,email,419
297,477,2024-05-16 11:03:07.464976,email,501
449,478,2024-04-20 11:03:07.464980,appel_service_client,590
826,479,2024-01-01 11:03:07.464983,visite_site,388
489,480,2024-01-31 11:03:07.464985,visite_site,530
972,481,2024-06-26 11:03:07.464988,appel_service_client,562
798,482,2023-08-21 11:03:07.464990,email,80
258,483,2024-07-02 11:03:07.464993,visite_site,459
796,484,2023-09-02 11:03:07.464995,appel_service_client,552
759,485,2023-11-10 11:03:07.464998,appel_service_client,228
586,486,2023-09-15 11:03:07.465000,visite_site,438
550,487,2023-12-30 11:03:07.465003,email,104
724,488,2023-07-15 11:03:07.465005,email,563
157,489,2024-02-15 11:03:07.465008,visite_site,448
175,490,2024-03-22 11:03:07.465010,appel_service_client,333
587,491,2024-02-13 11:03:07.465013,email,261
156,492,2024-05-28 11:03:07.465015,email,86
140,493,2024-02-05 11:03:07.465017,appel_service_client,304
302,494,2023-11-16 11:03:07.465020,appel_service_client,310
675,495,2023-08-18 11:03:07.465023,visite_site,580
841,496,2023-12-06 11:03:07.465026,appel_service_client,277
909,497,2024-05-30 11:03:07.465029,visite_site,596
815,498,2023-07-06 11:03:07.465032,visite_site,478
331,499,2024-05-06 11:03:07.465034,appel_service_client,298
977,500,2023-07-16 11:03:07.465037,email,49
224,501,2024-01-23 11:03:07.465039,visite_site,193
65,502,2024-02-19 11:03:07.465042,appel_service_client,222
344,503,2023-08-16 11:03:07.465044,email,546
800,504,2023-07-30 11:03:07.465047,visite_site,438
220,505,2024-04-26 11:03:07.465049,email,243
208,506,2023-07-19 11:03:07.465052,appel_service_client,235
55,507,2024-02-18 11:03:07.465054,email,401
436,508,2023-10-04 11:03:07.465057,email,37
430,509,2024-02-19 11:03:07.465059,visite_site,299
796,510,2024-01-13 11:03:07.465061,visite_site,67
572,511,2024-05-28 11:03:07.465064,appel_service_client,243
956,512,2024-06-02 11:03:07.465066,visite_site,94
871,513,2023-11-28 11:03:07.465069,email,258
474,514,2023-08-04 11:03:07.465071,visite_site,454
118,515,2024-01-13 11:03:07.465074,visite_site,196
433,516,2023-09-17 11:03:07.465076,appel_service_client,515
167,517,2024-02-22 11:03:07.465078,appel_service_client,328
959,518,2023-12-02 11:03:07.465081,visite_site,43
887,519,2024-02-02 11:03:07.465084,visite_site,46
895,520,2024-03-09 11:03:07.465086,visite_site,521
222,521,2023-10-21 11:03:07.465121,appel_service_client,380
400,522,2023-12-07 11:03:07.465126,visite_site,549
508,523,2023-12-03 11:03:07.465130,visite_site,215
